﻿友家 · 龙锦苑东五区4居室-南卧,﻿2790,﻿23.2 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿2860,﻿15.7 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2190,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2130,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 上坡佳园3居室-西卧,﻿2430,﻿11.72 ㎡,﻿西,﻿3室1厅,﻿12,﻿15层
﻿友家 · 矩阵一期3居室-北卧,﻿2730,﻿18.2 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿3090,﻿15.4 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 紫金新干线二期4居室-北卧,﻿1890,﻿10.4 ㎡,﻿北,﻿4室1厅,﻿6,﻿10层
﻿友家 · 龙锦苑四区3居室-南卧,﻿2890,﻿19.4 ㎡,﻿南,﻿3室1厅,﻿3,﻿5层
﻿友家 · 龙跃苑东四区4居室-南卧,﻿3190,﻿18 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 矩阵三期3居室-南卧,﻿2490,﻿11 ㎡,﻿南,﻿3室1厅,﻿1,﻿11层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2490,﻿13.6 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东四区4居室-南卧,﻿2790,﻿18.7 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑东五区4居室-北卧,﻿2330,﻿9.5 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2690,﻿10.6 ㎡,﻿南,﻿3室1厅,﻿4,﻿6层
﻿友家 · 华龙苑南里3居室-北卧,﻿2360,﻿8 ㎡,﻿北,﻿3室1厅,﻿2,﻿6层
﻿友家 · 矩阵三期3居室-南卧,﻿2790,﻿12.3 ㎡,﻿南,﻿3室1厅,﻿8,﻿11层
﻿友家 · 华龙苑中里3居室-北卧,﻿1960,﻿8.6 ㎡,﻿北,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑东一区3居室-南卧,﻿2630,﻿12.5 ㎡,﻿南,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑四区3居室-北卧,﻿2290,﻿11.66 ㎡,﻿北,﻿3室1厅,﻿3,﻿6层
﻿友家 · 龙跃苑东四区4居室-北卧,﻿2390,﻿10.4 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 首开国风美唐二期3居室-南卧,0,﻿10.8 ㎡,﻿南,﻿3室1厅,﻿11,﻿20层
﻿友家 · 霍家营3居室-南卧,﻿2290,﻿12.5 ㎡,﻿南,﻿3室1厅,﻿3,﻿18层
﻿友家 · 龙锦苑东四区4居室-东卧,﻿2190,﻿11.1 ㎡,﻿东,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑四区6居室-南卧,﻿2230,﻿8.8 ㎡,﻿南,﻿6室1厅,﻿5,﻿5层
﻿友家 · 霍营小区2居室-南卧,﻿2530,﻿9.2 ㎡,﻿南,﻿2室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2360,﻿14.1 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区3居室-北卧,﻿2090,﻿11 ㎡,﻿北,﻿3室2厅,﻿5,﻿6层
﻿友家 · 龙跃苑东五区4居室-南卧,﻿3290,﻿17.3 ㎡,﻿南,﻿4室1厅,﻿6,﻿6层
﻿友家 · 霍营小区3居室-南卧,﻿2490,﻿9.3 ㎡,﻿南,﻿3室1厅,﻿3,﻿6层
﻿友家 · 华龙苑北里3居室-西卧,﻿2390,﻿11.2 ㎡,﻿西,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑东四区4居室-北卧,﻿2130,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 华龙苑北里3居室-北卧,﻿2190,﻿7.84 ㎡,﻿北,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿1960,﻿11.2 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 华龙苑南里3居室-北卧,﻿2090,﻿8 ㎡,﻿北,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东一区3居室-北卧,﻿2060,﻿10.9 ㎡,﻿北,﻿3室1厅,﻿4,﻿6层
﻿友家 · 紫金新干线二期4居室-北卧,﻿2190,﻿10.16 ㎡,﻿北,﻿4室1厅,﻿4,﻿10层
﻿友家 · 龙跃苑四区4居室-南卧,﻿3190,﻿30.4 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿2790,﻿15.4 ㎡,﻿南,﻿3室1厅,﻿2,﻿6层
﻿友家 · 矩阵三期4居室-南卧,﻿2530,﻿14 ㎡,﻿南,﻿4室1厅,﻿5,﻿11层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2090,﻿12 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2090,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东二区4居室-北卧,﻿2190,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东二区4居室-北卧,﻿2190,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东五区3居室-北卧,﻿1830,﻿10.7 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区4居室-南卧,﻿2490,﻿14 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 蓝天园3居室-南卧,﻿2760,﻿12.4 ㎡,﻿南,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑三区4居室-北卧,0,﻿11.6 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 矩阵一期4居室-南卧,0,﻿21.3 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑东二区4居室-北卧,﻿2490,﻿11.8 ㎡,﻿北,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑二区3居室-北卧,﻿2090,﻿9.88 ㎡,﻿北,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑一区4居室-南卧,﻿3530,﻿18 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区3居室-北卧,﻿2190,﻿11.04 ㎡,﻿北,﻿3室1厅,﻿2,﻿6层
﻿友家 · 华龙苑中里3居室-南卧,﻿2490,﻿15.5 ㎡,﻿南,﻿3室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东二区4居室-北卧,﻿2230,﻿11.3 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿3090,﻿16.1 ㎡,﻿南,﻿4室1厅,﻿3,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿3090,﻿16.1 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑三区4居室-北卧,﻿2330,﻿12.2 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区4居室-北卧,﻿2290,﻿10.2 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 华龙苑中里3居室-北卧,﻿2230,﻿10 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区4居室-南卧,﻿3090,﻿16.1 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 首开国风美唐二期4居室-北卧,﻿2360,﻿9.5 ㎡,﻿北,﻿4室1厅,﻿4,﻿9层
﻿友家 · 龙锦苑东四区4居室-南卧,﻿3090,﻿17.1 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑四区6居室-南卧,﻿2860,﻿12.9 ㎡,﻿南,﻿6室1厅,﻿5,﻿5层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2290,﻿14.3 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 霍家营3居室-南卧,﻿1990,﻿10.8 ㎡,﻿南,﻿3室1厅,﻿16,﻿18层
﻿友家 · 龙跃苑二区3居室-南卧,﻿2630,﻿15.6 ㎡,﻿南,﻿3室1厅,﻿2,﻿6层
﻿友家 · 龙锦苑东一区4居室-西卧,﻿2160,﻿12 ㎡,﻿西,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2060,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿3,﻿6层
﻿友家 · 华龙苑南里3居室-北卧,﻿2190,﻿7 ㎡,﻿北,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿3290,﻿18.4 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 华龙苑中里3居室-北卧,﻿2230,﻿10.4 ㎡,﻿北,﻿3室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2090,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿1990,﻿9.6 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿1890,﻿10.3 ㎡,﻿北,﻿4室1厅,﻿2,﻿6层
﻿友家 · 华龙苑中里3居室-北卧,﻿2160,﻿8.4 ㎡,﻿北,﻿3室1厅,﻿1,﻿6层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2290,﻿9.17 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2230,﻿9.15 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2160,﻿11.5 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑四区5居室-南卧,﻿2690,﻿15.38 ㎡,﻿南,﻿5室1厅,﻿5,﻿6层
﻿友家 · 矩阵三期4居室-北卧,﻿2230,﻿11.67 ㎡,﻿北,﻿4室1厅,﻿5,﻿11层
﻿友家 · 矩阵三期4居室-北卧,﻿2230,﻿11.6 ㎡,﻿北,﻿4室1厅,﻿5,﻿11层
﻿友家 · 龙跃苑四区3居室-南卧,﻿3260,﻿25.5 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 矩阵三期3居室-南卧,﻿2990,﻿12.42 ㎡,﻿南,﻿3室1厅,﻿8,﻿11层
﻿友家 · 龙跃苑二区3居室-南卧,﻿3090,﻿25.2 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2030,﻿10.5 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 霍家营3居室-南卧,﻿2190,﻿12.1 ㎡,﻿南,﻿3室1厅,﻿12,﻿18层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2390,﻿14.2 ㎡,﻿北,﻿4室1厅,﻿3,﻿5层
﻿友家 · 龙锦苑六区3居室-北卧,﻿2390,﻿11.88 ㎡,﻿北,﻿3室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑四区4居室-南卧,﻿3090,﻿23.4 ㎡,﻿南,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2260,﻿12.1 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2160,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2330,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 华龙苑南里3居室-北卧,﻿2230,﻿7.2 ㎡,﻿北,﻿3室1厅,﻿3,﻿6层
﻿友家 · 龙跃苑一区4居室-北卧,﻿2160,﻿11 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2190,﻿11.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿3030,﻿25.1 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东二区3居室-南卧,﻿3590,﻿16.1 ㎡,﻿南,﻿3室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑四区7居室-北卧,﻿2390,﻿11 ㎡,﻿北,﻿7室1厅,﻿5,﻿5层
﻿友家 · 龙跃苑东二区4居室-南卧,﻿3630,﻿16.8 ㎡,﻿南,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑东二区4居室-南卧,﻿3630,﻿16.8 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东一区4居室-北卧,﻿2090,﻿10.4 ㎡,﻿北,﻿4室1厅,﻿2,﻿6层
﻿友家 · 龙跃苑四区3居室-南卧,﻿3030,﻿18.9 ㎡,﻿南,﻿3室1厅,﻿1,﻿6层
﻿友家 · 华龙苑北里5居室-北卧,﻿2330,﻿10.3 ㎡,﻿北,﻿5室1厅,﻿6,﻿7层
﻿友家 · 华龙苑南里3居室-南卧,﻿2660,﻿10.2 ㎡,﻿南,﻿3室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑二区4居室-南卧,﻿3390,﻿27.7 ㎡,﻿南,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿3160,﻿14.8 ㎡,﻿南,﻿3室1厅,﻿4,﻿6层
﻿友家 · 霍家营3居室-南卧,﻿2690,﻿16.5 ㎡,﻿南,﻿3室1厅,﻿8,﻿18层
﻿友家 · 首开国风美唐二期3居室-南卧,﻿2990,﻿12.3 ㎡,﻿南,﻿3室1厅,﻿11,﻿19层
﻿友家 · 龙跃苑一区4居室-南卧,﻿3530,﻿18.3 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 霍家营3居室-北卧,﻿1830,﻿10.2 ㎡,﻿北,﻿3室1厅,﻿3,﻿18层
﻿友家 · 龙锦苑东一区3居室-北卧,﻿2790,﻿21.96 ㎡,﻿北,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2490,﻿13.44 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 慧龙居4居室-北卧,﻿2230,﻿11.9 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙跃苑四区5居室-南卧,﻿2860,﻿11.4 ㎡,﻿南,﻿5室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区4居室-北卧,﻿2460,﻿11.8 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑三区4居室-北卧,﻿2490,﻿11.4 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2390,﻿9.1 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑六区7居室-北卧,﻿2130,﻿10.9 ㎡,﻿北,﻿7室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑二区3居室-北卧,0,﻿11.7 ㎡,﻿北,﻿3室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑一区3居室-南卧,﻿2860,﻿15.4 ㎡,﻿南,﻿3室1厅,﻿1,﻿6层
﻿友家 · 华龙苑南里3居室-南卧,﻿2630,﻿9.6 ㎡,﻿南,﻿3室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿1990,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿1930,﻿10.7 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿1930,﻿10.9 ㎡,﻿北,﻿4室1厅,﻿3,﻿6层
﻿友家 · 天鑫家园4居室-北卧,﻿2190,﻿13 ㎡,﻿北,﻿4室1厅,﻿6,﻿6层
﻿友家 · 首开国风美唐二期3居室-南卧,﻿2990,﻿11.1 ㎡,﻿南,﻿3室1厅,﻿17,﻿20层
﻿友家 · 龙跃苑二区4居室-北卧,﻿2060,﻿13.2 ㎡,﻿北,﻿4室1厅,﻿5,﻿6层
﻿友家 · 霍家营3居室-东卧,﻿2290,﻿11.1 ㎡,﻿东,﻿3室1厅,﻿13,﻿15层
﻿友家 · 天鑫家园4居室-北卧,﻿2060,﻿11.7 ㎡,﻿北,﻿4室1厅,﻿5,﻿5层
﻿友家 · 龙跃苑二区4居室-南卧,﻿3130,﻿26.4 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑四区3居室-北卧,﻿2390,﻿12.94 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙锦苑东四区3居室-北卧,﻿2390,﻿10.9 ㎡,﻿北,﻿3室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑四区4居室-南卧,﻿3390,﻿30.4 ㎡,﻿南,﻿4室1厅,﻿5,﻿6层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2390,﻿13.87 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 矩阵三期3居室-南卧,﻿3190,﻿14.8 ㎡,﻿南,﻿3室1厅,﻿5,﻿11层
﻿友家 · 华龙苑北里7居室-北卧,﻿2330,﻿8.6 ㎡,﻿北,﻿7室1厅,﻿6,﻿7层
﻿友家 · 龙跃苑四区4居室-北卧,﻿2190,﻿9.22 ㎡,﻿北,﻿4室1厅,﻿1,﻿6层
﻿友家 · 龙锦苑东五区4居室-北卧,﻿2130,﻿13.1 ㎡,﻿北,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙锦苑东五区4居室-南卧,﻿2790,﻿13.8 ㎡,﻿南,﻿4室1厅,﻿4,﻿6层
﻿友家 · 龙跃苑一区4居室-南卧,﻿3030,﻿25.5 ㎡,﻿南,﻿4室1厅,﻿6,﻿6层
